RegID,CatID,Cat,Venue,Laps,Course,Grade,Rank,Lap1,Lap2,Lap3,LapAvg,Final,T0,SeriesRank,SeriesPoints
100532025,802,Elementary 2nd-3rd Grade Female,Owaippe,1,Beginner,3,18,2547.94,,,2553.17,2553.17,58261,26,441
100532405,402,Novice 6-8th Grade Female,Owaippe,3,Beginner,8,17,1325.3,1426.2,1516.13,1423.94,4271.83,47166.47,14,1096
100532655,402,Novice 6-8th Grade Female,Owaippe,3,Beginner,8,23,1780.87,1827.16,1897.49,1836.98,5510.96,47166.47,26,594
100533230,703,Elementary 4th Grade Male,Owaippe,2,Beginner,4,-1,1626.3,,,1631.38,1631.38,54600.53,36,1
100533234,703,Elementary 4th Grade Male,Owaippe,2,Beginner,4,-1,1856,,,1861.22,1861.22,54600.53,36,1
100534265,301,Novice 10-12th Grade Male,Owaippe,3,Beginner,11,1,1020.28,1077.86,1102.14,1067.47,3202.41,43200.57,1,1640
100535008,501,Novice 8th Grade Male,Owaippe,3,Beginner,8,16,1228.8,1387.63,1391.26,1337.33,4012,50390.88,13,1092
100535042,302,Novice 9th Grade Male,Owaippe,3,Beginner,9,4,1268.26,1397.93,1302.8,1323.49,3970.48,43500.47,8,1228
100535364,701,Elementary 5th Grade Male,Owaippe,2,Beginner,5,14,1479.44,1627.73,,1555.17,3110.35,54000.74,17,740
100535650,601,Advanced Elementary Male,Owaippe,3,Beginner,3,5,1253.8,1395.99,1372.74,1342.61,4027.85,50390.55,5,1270
100536091,502,Novice 7th Grade Male,Owaippe,3,Beginner,7,17,1223.14,1336.7,1401.11,1321.97,3965.92,50710.58,30,694
100536095,801,Elementary 2nd-3rd Grade Male,Owaippe,1,Beginner,3,19,1503.35,,,1507.62,1507.62,58021,20,760
100536773,502,Novice 7th Grade Male,Owaippe,3,Beginner,7,20,1256.03,1376.26,1468.09,1368.22,4104.68,50710.58,31,608
100538280,101,Varsity Male,Owaippe,3,Advanced,9,6,1595.57,1684.44,1680.23,1654.3,4962.91,32400,28,1637
100538309,803,Elementary PreK-1st Grade Male,Owaippe,1,Beginner,0,14,2875.79,,,2881.91,2881.91,58556.02,26,307
100539028,302,Novice 9th Grade Male,Owaippe,3,Beginner,9,3,1214.64,1304.13,1286.65,1269.4,3808.21,43500.47,11,890
0,401,Novice 9-12th Grade Female,Maybury,3,Beginner,,6,1417.9,1351.56,1334.2,1353.96,4061.88,46800.91,1,0
100288663,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,9,35,2193.21,2071.18,,2035.01,4070.03,37822.41,35,1268
100393673,702,Elementary 5th Grade Female,Maybury,2,Beginner,5,11,1697.46,1521.01,,1570.37,3140.74,54470,15,591
100393674,104,Advanced Middle School Female,Maybury,2,Advanced,6,4,1920.18,1962.14,,1930.6,3861.21,33685.86,4,1588
100393678,104,Advanced Middle School Female,Maybury,2,Advanced,7,3,1862.06,1943.7,,1897.33,3794.67,33685.86,3,1612
100393679,104,Advanced Middle School Female,Maybury,2,Advanced,7,1,1717.4,1748.74,,1732.5,3465.01,33685.86,1,1700
100393688,103,Advanced Middle School Male,Maybury,2,Advanced,5,4,1689.1,1712.45,,1692.41,3384.82,33270.75,6,1564
100393689,503,Novice 6th Grade Male,Maybury,3,Beginner,6,13,1181.79,1107.42,1135.42,1099.41,3298.24,51560.59,35,441
100393693,502,Novice 7th Grade Male,Maybury,3,Beginner,7,1,940,1021.16,978.32,976.84,2930.53,51043.4,1,1388
100393698,501,Novice 8th Grade Male,Maybury,3,Beginner,8,1,912.17,951.97,955.31,937.52,2812.58,50510.65,1,1400
100393700,103,Advanced Middle School Male,Maybury,2,Advanced,8,2,1688.82,1627.46,,1647.4,3294.81,33270.75,3,1612
100393703,103,Advanced Middle School Male,Maybury,2,Advanced,8,6,1787.84,1765.68,,1756.19,3512.39,33270.75,7,1465
100393707,103,Advanced Middle School Male,Maybury,2,Advanced,8,1,1612.1,1641.06,,1623.25,3246.51,33270.75,1,1700
100393713,203,Junior Varsity Female,Maybury,2,Advanced,9,12,2061.39,2183.97,,2101.26,4202.52,38994.18,13,1616
100393716,102,Varsity Female,Maybury,3,Advanced,10,6,1903.76,1927.27,1876.07,1887.78,5663.34,32858,9,2062
100393718,102,Varsity Female,Maybury,3,Advanced,10,13,1977.14,2034.19,2006.93,1988.16,5964.49,32858,10,2010
100393719,102,Varsity Female,Maybury,3,Advanced,10,9,1904.98,1935.75,1918.71,1903.45,5710.35,32858,11,1992
100393720,102,Varsity Female,Maybury,3,Advanced,11,5,1809.04,1847.03,1915.29,1854.02,5562.06,32858,2,2312
100393730,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,9,2,1561.58,1609.79,,1577.99,3155.98,37822.41,4,1904
100393732,101,Varsity Male,Maybury,3,Advanced,10,17,1683.17,1692.6,1710.93,1672.85,5018.56,32398.44,15,1855
100393736,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,10,21,1812.01,1857.35,,1802.36,3604.73,37822.41,16,1559
100393737,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,10,15,1903.94,1839.12,,1764.15,3528.3,37822.41,40,919
100393759,101,Varsity Male,Maybury,3,Advanced,11,3,1520.6,1537.16,1522.65,1520.81,4562.45,32398.44,2,2323
100393764,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,11,4,1811.47,1718.18,,1728.62,3457.24,38399.62,25,1340
100393767,101,Varsity Male,Maybury,3,Advanced,11,4,1520.32,1537.21,1528.93,1524.47,4573.42,32398.44,4,2246
100393773,101,Varsity Male,Maybury,3,Advanced,11,12,1659.35,1637,1655.66,1626.59,4879.78,32398.44,16,1827
100393834,101,Varsity Male,Maybury,3,Advanced,12,29,1890.85,1778.05,1764.51,1763.47,5290.42,32398.44,30,1604
100393836,101,Varsity Male,Maybury,3,Advanced,12,19,1752.69,1688.61,1698.39,1675.55,5026.65,32398.44,25,1700
100393840,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,12,7,1814.68,1740.68,,1736.45,3472.9,38399.62,15,1517
100393847,101,Varsity Male,Maybury,3,Advanced,12,5,1563.82,1586.92,1582.96,1570.15,4710.46,32398.44,5,2206
100393849,101,Varsity Male,Maybury,3,Advanced,12,21,1752.03,1689.06,1679.03,1680.73,5042.19,32398.44,23,1732
100393851,101,Varsity Male,Maybury,3,Advanced,12,16,1846.34,1677.83,1579.44,1670.22,5010.66,32398.44,14,1856
100393852,101,Varsity Male,Maybury,3,Advanced,12,24,1807.44,1717.89,1725.35,1707.6,5122.82,32398.44,27,1640
100393855,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,12,12,1817.45,1821.8,,1775.85,3551.7,38399.62,14,1517
100393857,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,12,5,1787.94,1716.91,,1728.64,3457.29,38399.62,4,1817
100393862,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,12,16,1785.15,1825.76,,1791.47,3582.94,38399.62,8,1688
100393868,101,Varsity Male,Maybury,3,Advanced,12,6,1618.66,1600.55,1590.04,1583.72,4751.18,32398.44,10,2006
100393872,101,Varsity Male,Maybury,3,Advanced,12,-1,1733.47,,,1550.99,1550.99,32398.44,42,448
100393875,101,Varsity Male,Maybury,3,Advanced,12,14,1722.38,1632.48,1669.19,1633.55,4900.67,32398.44,19,1772
100393951,102,Varsity Female,Maybury,3,Advanced,12,10,1903.04,1926.9,1987.71,1929.67,5789.01,32858,6,2101
100393968,704,Elementary 4th Grade Female,Maybury,2,Beginner,4,3,1181.78,1244.26,,1191.66,2383.32,55200,4,1115
100393970,704,Elementary 4th Grade Female,Maybury,2,Beginner,4,6,1283.98,1211.04,,1220.81,2441.62,55200,6,1047
100393973,704,Elementary 4th Grade Female,Maybury,2,Beginner,4,10,1435.27,1452.08,,1407.28,2814.57,55200,10,982
100393984,602,Advanced Elementary Female,Maybury,3,Beginner,5,1,1040.24,1054.7,1057.28,1049.96,3149.89,50760,1,1400
100393989,702,Elementary 5th Grade Female,Maybury,2,Beginner,5,8,1294.23,1317.05,,1291.43,2582.86,54470,7,1029
100393990,702,Elementary 5th Grade Female,Maybury,2,Beginner,5,7,1305.67,1272.56,,1270.36,2540.72,54470,6,1030
100393991,702,Elementary 5th Grade Female,Maybury,2,Beginner,5,2,1154.63,1209.54,,1180.15,2360.31,54470,1,1165
100393995,702,Elementary 5th Grade Female,Maybury,2,Beginner,5,1,1106.25,1127.29,,1111.18,2222.37,54470,2,1145
100393996,702,Elementary 5th Grade Female,Maybury,2,Beginner,5,9,1382.75,1334,,1322.26,2644.53,54470,14,611
100394004,602,Advanced Elementary Female,Maybury,3,Beginner,5,-1,1274.15,,,1258.69,1258.69,50760,6,1037
100394009,402,Novice 6-8th Grade Female,Maybury,3,Beginner,6,13,1188.23,1179.41,1150.16,1152,3456.01,47200.6,18,1082
100394014,104,Advanced Middle School Female,Maybury,2,Advanced,6,7,2182.78,2189.14,,2170.56,4341.13,33685.86,7,1465
100394016,402,Novice 6-8th Grade Female,Maybury,3,Beginner,6,23,1426.76,1472.18,1561.2,1451.21,4353.63,47200.6,23,1000
100394028,402,Novice 6-8th Grade Female,Maybury,3,Beginner,6,21,1382.72,1377.72,1369.5,1346.02,4038.06,47200.6,20,1020
100394033,703,Elementary 4th Grade Male,Maybury,2,Beginner,4,5,1179.72,1141.28,,1139.62,2279.25,54845.54,8,1023
100394035,703,Elementary 4th Grade Male,Maybury,2,Beginner,4,-1,1750.94,,,1659.79,1659.79,54845.54,20,711
100394036,703,Elementary 4th Grade Male,Maybury,2,Beginner,4,7,1196.6,1200.04,,1167.29,2334.58,54845.54,9,1003
100394039,801,Elementary 2nd-3rd Grade Male,Maybury,1,Beginner,3,2,1253.11,,,1071.76,1071.76,57540,1,985
100394041,703,Elementary 4th Grade Male,Maybury,2,Beginner,4,12,1303.99,1309.29,,1280.51,2561.02,54845.54,11,944
100394042,703,Elementary 4th Grade Male,Maybury,2,Beginner,4,8,1175.81,1188.49,,1176.2,2352.4,54845.54,5,1072
100394049,703,Elementary 4th Grade Male,Maybury,2,Beginner,4,22,1553.52,1594.63,,1503.13,3006.27,54845.54,28,506
100394051,701,Elementary 5th Grade Male,Maybury,2,Beginner,5,19,1415.55,1345.27,,1322.07,2644.14,54015.57,14,888
100394065,701,Elementary 5th Grade Male,Maybury,2,Beginner,5,16,1413.02,1328.86,,1295.77,2591.54,54015.57,22,536
100394072,601,Advanced Elementary Male,Maybury,3,Beginner,5,6,1212.54,1288.5,1254.63,1241.38,3724.15,50400,6,1256
100394076,701,Elementary 5th Grade Male,Maybury,2,Beginner,5,8,1239.3,1189.89,,1183.7,2367.4,54015.57,9,982
100394082,601,Advanced Elementary Male,Maybury,3,Beginner,5,3,1073.3,1105.98,1097.38,1086.58,3259.74,50400,2,1376
100394084,701,Elementary 5th Grade Male,Maybury,2,Beginner,5,7,1136.31,1214.81,,1161.98,2323.97,54015.57,6,1029
100394088,601,Advanced Elementary Male,Maybury,3,Beginner,5,2,1032.93,1045.75,1038.79,1035.77,3107.32,50400,1,1388
100394094,701,Elementary 5th Grade Male,Maybury,2,Beginner,5,1,998.68,1090.16,,1043.76,2087.52,54015.57,1,1170
100394101,701,Elementary 5th Grade Male,Maybury,2,Beginner,5,9,1242.65,1199.46,,1187.29,2374.59,54015.57,7,1003
100394103,701,Elementary 5th Grade Male,Maybury,2,Beginner,5,17,1422.3,1304.34,,1297.73,2595.46,54015.57,16,783
100394107,701,Elementary 5th Grade Male,Maybury,2,Beginner,5,3,1055.82,1175.55,,1107.26,2214.53,54015.57,5,1105
100394108,503,Novice 6th Grade Male,Maybury,3,Beginner,6,8,1070.03,1038.84,1061.82,1039.64,3118.93,51560.59,8,1198
100394113,103,Advanced Middle School Male,Maybury,2,Advanced,6,18,2363.9,2238.01,,2252.38,4504.76,33270.75,19,1226
100394115,503,Novice 6th Grade Male,Maybury,3,Beginner,6,6,1031.71,1024.68,1058.96,1029.37,3088.13,51560.59,6,1270
100394118,503,Novice 6th Grade Male,Maybury,3,Beginner,6,19,1225.64,1203.26,1260.04,1199.09,3597.29,51560.59,17,1054
100394125,503,Novice 6th Grade Male,Maybury,3,Beginner,6,24,1396.67,1400.6,1333.14,1344.6,4033.82,51560.59,19,1022
100394128,503,Novice 6th Grade Male,Maybury,3,Beginner,6,17,1285.74,1148.87,1247.51,1183.37,3550.11,51560.59,25,858
100394129,703,Elementary 4th Grade Male,Maybury,2,Beginner,4,6,1177.29,1141.54,,1146.27,2292.54,54845.54,6,1070
100394130,103,Advanced Middle School Male,Maybury,2,Advanced,6,14,1942.13,1926.68,,1898.44,3796.88,33270.75,16,1280
100394131,503,Novice 6th Grade Male,Maybury,3,Beginner,6,2,970.86,1009.85,1015.97,996.71,2990.14,51560.59,2,1364
100394132,503,Novice 6th Grade Male,Maybury,3,Beginner,6,1,935.85,998.93,1001.3,978.27,2934.82,51560.59,1,1400
100394133,503,Novice 6th Grade Male,Maybury,3,Beginner,6,10,1070.99,1032.7,1066.56,1046.03,3138.1,51560.59,9,1198
100394136,503,Novice 6th Grade Male,Maybury,3,Beginner,6,3,985.18,998.46,1024.18,997.14,2991.42,51560.59,4,1322
100394147,704,Elementary 4th Grade Female,Maybury,2,Beginner,4,12,1779.63,1739.51,,1708.47,3416.94,55200,12,940
100394148,503,Novice 6th Grade Male,Maybury,3,Beginner,6,21,1275.5,1328.74,1334.46,1283.61,3850.84,51560.59,18,1048
100394163,503,Novice 6th Grade Male,Maybury,3,Beginner,6,18,1139.93,1125.16,1370.83,1189.43,3568.29,51560.59,16,1064
100394167,801,Elementary 2nd-3rd Grade Male,Maybury,1,Beginner,3,40,2005.07,,,1677.74,1677.74,57540,62,129
100394169,801,Elementary 2nd-3rd Grade Male,Maybury,1,Beginner,3,1,1105.05,,,1046.91,1046.91,57540,2,969
100394170,801,Elementary 2nd-3rd Grade Male,Maybury,1,Beginner,3,8,1220.74,,,1132.33,1132.33,57540,7,882
100394171,801,Elementary 2nd-3rd Grade Male,Maybury,1,Beginner,3,22,1505.62,,,1313.86,1313.86,57540,27,717
100394172,801,Elementary 2nd-3rd Grade Male,Maybury,1,Beginner,3,6,1168.59,,,1096.18,1096.18,57540,5,913
100394292,401,Novice 9-12th Grade Female,Maybury,3,Beginner,9,4,1121.12,1261.07,1283.76,1218.1,3654.31,46800.91,1,1584
100394296,102,Varsity Female,Maybury,3,Advanced,9,2,1802.69,1836.04,1770.3,1794.91,5384.75,32858,5,2257
100394302,203,Junior Varsity Female,Maybury,2,Advanced,9,5,1916.85,1919.79,,1904.38,3808.76,38994.18,4,1859
100394307,203,Junior Varsity Female,Maybury,2,Advanced,9,6,1916.47,1953.26,,1923.29,3846.59,38994.18,5,1832
100394312,102,Varsity Female,Maybury,3,Advanced,9,8,1902.73,1926.86,1887.56,1894.27,5682.83,32858,7,2097
100394314,102,Varsity Female,Maybury,3,Advanced,9,11,1977.68,1968.47,1917.78,1935.12,5805.37,32858,12,1950
100394315,102,Varsity Female,Maybury,3,Advanced,9,15,2066.98,2289.5,2387.43,2219.94,6659.83,32858,17,1828
100394321,401,Novice 9-12th Grade Female,Maybury,3,Beginner,10,5,1297.21,1271.45,1260.39,1269.06,3807.18,46800.91,4,1514
100394340,102,Varsity Female,Maybury,3,Advanced,11,14,2062.22,2098.13,2119.53,2066.97,6200.91,32858,16,1844
100394344,203,Junior Varsity Female,Maybury,2,Advanced,10,7,2015.45,1950.97,,1954.14,3908.28,38994.18,10,1664
100394357,102,Varsity Female,Maybury,3,Advanced,11,1,1666.66,1678.69,1679.83,1674.14,5022.44,32858,1,2400
100394358,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,9,29,1950.55,1918.24,,1869.35,3738.7,37822.41,24,1406
100394361,302,Novice 9th Grade Male,Maybury,3,Beginner,9,6,1152.4,1112.93,1204.91,1137.35,3412.07,43699.31,4,1474
100394365,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,9,26,1945.77,1889.44,,1845.42,3690.84,37822.41,28,1337
100394369,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,9,37,2105.31,2235.08,,2085.35,4170.71,37822.41,34,1280
100394381,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,9,1,1561.39,1609.68,,1575.62,3151.24,37822.41,1,1931
100394386,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,9,19,1847.52,1822.99,,1790.28,3580.56,37822.41,17,1553
100394388,302,Novice 9th Grade Male,Maybury,3,Beginner,9,12,1206.62,1309.35,1352.34,1278.32,3834.96,43699.31,7,1380
100394408,302,Novice 9th Grade Male,Maybury,3,Beginner,9,2,972.23,1002.19,1015.46,995.6,2986.8,43699.31,1,1619
100394428,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,9,39,2606.8,2020.11,,2238.44,4476.88,37822.41,26,1370
100394447,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,10,8,1708.49,1739.41,,1698.76,3397.53,37822.41,8,1706
100394448,101,Varsity Male,Maybury,3,Advanced,10,31,2124.44,1623.83,1602.2,1769.15,5307.46,32398.44,7,2066
100394449,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,10,27,2010.25,1887.45,,1858.75,3717.51,37822.41,29,1328
100394455,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,10,16,1644.62,1919.13,,1769.61,3539.22,37822.41,6,1763
100394458,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,10,40,2485.69,2315.29,,2295.51,4591.03,37822.41,39,952
100394463,301,Novice 10-12th Grade Male,Maybury,3,Beginner,10,17,1080.09,1085.44,1051.01,1050.1,3150.32,43231,12,1305
100394465,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,10,7,1676.54,1702.54,,1674.51,3349.02,37822.41,5,1775
100394471,301,Novice 10-12th Grade Male,Maybury,3,Beginner,10,19,1142.86,1121.65,1148.07,1110.07,3330.21,43231,15,1238
100394480,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,10,10,1796.87,1744.94,,1728.65,3457.3,37822.41,14,1574
100394484,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,10,17,1805.26,1816.54,,1773.44,3546.88,37822.41,13,1586
100394485,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,10,4,1560.83,1612.79,,1584.47,3168.94,37822.41,2,1931
100394495,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,10,42,1974.44,4970.67,,3402.99,6805.99,37822.41,27,1346
100394510,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,10,5,1681.11,1650.6,,1638.4,3276.8,37822.41,7,1739
100394512,301,Novice 10-12th Grade Male,Maybury,3,Beginner,10,20,1203.28,1136.8,1147.79,1112.2,3336.61,43231,30,486
100394517,101,Varsity Male,Maybury,3,Advanced,10,7,1631.67,1587.82,1589.8,1585.4,4756.21,32398.44,8,2041
100394524,201,Junior Varsity 9-10th Grade Male,Maybury,2,Advanced,10,34,2118.02,2025.1,,1984.31,3968.63,37822.41,32,1292
100394542,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,11,28,1996.31,1914.52,,1884.13,3768.27,38399.62,28,1304
100394543,101,Varsity Male,Maybury,3,Advanced,11,32,1907.8,1803.04,1825.43,1792.82,5378.46,32398.44,35,1496
100394545,101,Varsity Male,Maybury,3,Advanced,11,28,1870.53,1799.59,1764.14,1762.1,5286.3,32398.44,33,1532
100394548,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,11,30,2050.49,1800.96,,1896.82,3793.65,38399.62,7,1703
100394552,101,Varsity Male,Maybury,3,Advanced,11,36,1937.45,1884.93,1879.29,1849.58,5548.74,32398.44,34,1504
100394556,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,11,31,2034.93,1911.21,,1896.87,3793.75,38399.62,26,1319
100394558,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,11,38,2137.68,2076.45,,2025.74,4051.49,38399.62,30,1229
100394576,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,11,10,1818.39,1775.51,,1750.6,3501.21,38399.62,17,1505
100394577,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,11,8,1792.28,1736.02,,1743.06,3486.12,38399.62,5,1736
100394581,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,11,14,1821.29,1840.55,,1782.01,3564.03,38399.62,16,1505
100394582,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,11,21,1777.7,1928.87,,1837.15,3674.3,38399.62,10,1661
100394591,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,11,33,2020.4,1920.87,,1902.12,3804.25,38399.62,36,1049
100394592,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,11,2,1677.59,1688.13,,1676.83,3353.67,38399.62,2,1940
100394594,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,11,1,1677.05,1689.3,,1674.66,3349.33,38399.62,3,1895
100394611,101,Varsity Male,Maybury,3,Advanced,11,20,1753.39,1688.31,1700.19,1677.98,5033.96,32398.44,24,1724
100394636,301,Novice 10-12th Grade Male,Maybury,3,Beginner,11,22,1204.99,1193.89,1180.58,1161.15,3483.45,43231,20,960
100394642,102,Varsity Female,Maybury,3,Advanced,12,16,2072.28,2388.99,2403.67,2263.62,6790.87,32858,15,1852
100394648,203,Junior Varsity Female,Maybury,2,Advanced,12,14,2147.76,2175.13,,2134.88,4269.76,38994.18,12,1619
100394650,203,Junior Varsity Female,Maybury,2,Advanced,12,8,1993.89,1956.8,,1956.09,3912.19,38994.18,9,1676
100394651,203,Junior Varsity Female,Maybury,2,Advanced,12,15,2242.92,2235.95,,2208.2,4416.4,38994.18,14,1562
100394653,203,Junior Varsity Female,Maybury,2,Advanced,12,9,2089.91,2036.19,,2018.8,4037.61,38994.18,21,1318
100394657,203,Junior Varsity Female,Maybury,2,Advanced,12,1,1879.72,1875.24,,1868.18,3736.36,38994.18,3,1904
100394660,102,Varsity Female,Maybury,3,Advanced,12,3,1802.34,1836.74,1769.04,1796.25,5388.76,32858,4,2290
100394692,101,Varsity Male,Maybury,3,Advanced,12,34,1977.55,1859.46,1865.65,1837.87,5513.63,32398.44,38,1196
100394694,101,Varsity Male,Maybury,3,Advanced,12,33,1931.75,1844.69,1839.49,1815.95,5447.86,32398.44,36,1492
100394698,101,Varsity Male,Maybury,3,Advanced,12,-1,,,,,0,32398.44,26,1680
100394700,101,Varsity Male,Maybury,3,Advanced,12,25,1808.44,1726.49,1731.86,1711.3,5133.9,32398.44,29,1624
100394701,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,12,3,1675.93,1690.92,,1679.44,3358.89,38399.62,1,1967
100394703,101,Varsity Male,Maybury,3,Advanced,12,35,1979.94,1933.38,1785.82,1840.38,5521.15,32398.44,37,1464
100394709,101,Varsity Male,Maybury,3,Advanced,12,1,1469.25,1494.83,1513.24,1491.41,4474.24,32398.44,1,2400
100394725,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,12,35,2034.46,2074.81,,1980.81,3961.63,38399.62,29,1286
100394726,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,12,40,2247.56,2115.81,,2092.86,4185.73,38399.62,35,1163
100394728,101,Varsity Male,Maybury,3,Advanced,12,9,1618.01,1600.6,1589.69,1591.66,4774.99,32398.44,6,2073
100394730,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,12,18,1899.15,1838.65,,1814.97,3629.94,38399.62,18,1493
100394737,101,Varsity Male,Maybury,3,Advanced,12,22,1752.8,1685.92,1768.07,1702.62,5107.88,32398.44,21,1760
100394742,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,12,17,1817.43,1877.09,,1808.52,3617.04,38399.62,19,1484
100394744,101,Varsity Male,Maybury,3,Advanced,12,11,1672.32,1622.89,1629.83,1612.33,4836.99,32398.44,17,1798
100394746,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,12,24,2072.71,1845.38,,1857.44,3714.88,38399.62,42,831
100394748,101,Varsity Male,Maybury,3,Advanced,12,18,1758.92,1679.15,1704.59,1674.84,5024.53,32398.44,22,1732
100394750,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,12,11,1793.12,1768.87,,1754.82,3509.65,38399.62,12,1586
100394765,101,Varsity Male,Maybury,3,Advanced,12,30,1900.49,1770.39,1762.24,1764.91,5294.74,32398.44,31,1580
100394777,101,Varsity Male,Maybury,3,Advanced,12,8,1618.39,1600.63,1590.11,1587.03,4761.09,32398.44,9,2027
100394806,703,Elementary 4th Grade Male,Maybury,2,Beginner,4,24,1684.38,1638.93,,1578.38,3156.77,54845.54,24,652
100394836,503,Novice 6th Grade Male,Maybury,3,Beginner,6,12,1170.26,1093.12,1106.71,1096.05,3288.16,51560.59,13,1112
100394849,502,Novice 7th Grade Male,Maybury,3,Beginner,7,9,1123.96,1085.15,1087.25,1080.68,3242.04,51043.4,12,1122
100394868,103,Advanced Middle School Male,Maybury,2,Advanced,7,15,1962.87,1940.53,,1901.06,3802.13,33270.75,23,769
100394896,501,Novice 8th Grade Male,Maybury,3,Beginner,8,8,1079.19,1036.86,1022.71,1020.75,3062.25,50510.65,12,1122
100394920,203,Junior Varsity Female,Maybury,2,Advanced,9,11,2159.41,2115.78,,2101.01,4202.03,38994.18,15,1535
100394933,102,Varsity Female,Maybury,3,Advanced,10,12,2014.5,2026.59,1968.92,1980.27,5940.82,32858,14,1908
100394944,102,Varsity Female,Maybury,3,Advanced,10,7,1903.31,1927.17,1874.23,1888.49,5665.49,32858,8,2097
100394979,202,Junior Varsity 11-12th Grade Male,Maybury,2,Advanced,12,9,1792.93,1768.99,,1749.49,3498.99,38399.62,11,1610
100395001,801,Elementary 2nd-3rd Grade Male,Maybury,1,Beginner,3,42,2200.36,,,1857.99,1857.99,57540,54,251
100395004,704,Elementary 4th Grade Female,Maybury,2,Beginner,3,2,1131.6,1112.38,,1105.45,2210.91,55200,1,1160
100395007,402,Novice 6-8th Grade Female,Maybury,3,Beginner,7,11,1198.17,1179.6,1110.06,1140.3,3420.9,47200.6,13,1114
100395012,402,Novice 6-8th Grade Female,Maybury,3,Beginner,7,3,1004.19,1025.09,1046.75,1017.93,3053.81,47200.6,3,1316
100395013,104,Advanced Middle School Female,Maybury,2,Advanced,7,5,1920.98,1963.87,,1934.2,3868.41,33685.86,5,1556
100395021,402,Novice 6-8th Grade Female,Maybury,3,Beginner,7,5,1005.57,1027.08,1045.34,1022.07,3066.21,47200.6,6,1292
100395024,104,Advanced Middle School Female,Maybury,2,Advanced,7,6,2041.5,2103.73,,2059.49,4118.99,33685.86,6,1532
100395025,402,Novice 6-8th Grade Female,Maybury,3,Beginner,7,2,1030.58,1038.83,1009.69,1015.75,3047.25,47200.6,7,1238
100395028,402,Novice 6-8th Grade Female,Maybury,3,Beginner,7,4,1004.47,1025.16,1047.66,1020.44,3061.33,47200.6,5,1298
100395030,104,Advanced Middle School Female,Maybury,2,Advanced,7,2,1800.86,1849.26,,1822.04,3644.08,33685.86,2,1660
100395033,402,Novice 6-8th Grade Female,Maybury,3,Beginner,7,27,1805.62,1864.77,2260.65,1939.67,5819.03,47200.6,28,586
100395034,402,Novice 6-8th Grade Female,Maybury,3,Beginner,8,24,1459.9,1465.26,1549.1,1452.32,4356.98,47200.6,25,594
100395039,402,Novice 6-8th Grade Female,Maybury,3,Beginner,8,16,1229.88,1254.08,1262.69,1223.29,3669.89,47200.6,16,1084
100395045,402,Novice 6-8th Grade Female,Maybury,3,Beginner,8,1,959.42,976.34,986.49,973.55,2920.65,47200.6,1,1394
