RegID,CatID,Cat,Venue,Laps,Course,Grade,Rank,Lap1,Lap2,Lap3,LapAvg,Final,T0,SeriesRank,SeriesPoints
100394358,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,9,21,1609.04,1702.25,,1658.26,3316.53,37800,24,1406
100394361,302,Novice 9th Grade Male,Addison,3,Beginner,9,6,883.34,925.5,950.83,920.51,2761.54,43500.36,4,1474
100394365,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,9,24,1665.29,1702.53,,1686.8,3373.6,37800,28,1337
100394369,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,9,34,1707.67,1848.41,,1780.73,3561.46,37800,34,1280
100394381,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,9,1,1482.03,1481.44,,1482.79,2965.59,37800,1,1931
100394386,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,9,13,1545.54,1576.25,,1563.09,3126.19,37800,17,1553
100394388,302,Novice 9th Grade Male,Addison,3,Beginner,9,9,942.4,1046.43,1099.41,1030.47,3091.41,43500.36,7,1380
100394408,302,Novice 9th Grade Male,Addison,3,Beginner,9,2,801.35,845.08,873.6,840.66,2521.98,43500.36,1,1619
100394428,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,9,29,1699.67,1776.55,,1740.55,3481.11,37800,26,1370
100394447,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,10,9,1495.31,1607.73,,1553.62,3107.25,37800,8,1706
100394448,101,Varsity Male,Addison,3,Advanced,10,9,1383.14,1468.61,1483.47,1446.1,4338.3,32399.61,7,2066
100394449,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,10,31,1685.49,1826.36,,1758.64,3517.28,37800,29,1328
100394455,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,10,5,1484.02,1492.81,,1489.39,2978.79,37800,6,1763
100394463,301,Novice 10-12th Grade Male,Addison,3,Beginner,10,15,829.3,929.1,910.89,890.76,2672.29,43200.12,12,1305
100394465,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,10,8,1486.11,1542.87,,1515.57,3031.15,37800,5,1775
100394467,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,10,30,1546.25,1950.97,,1750.17,3500.35,37800,40,892
100394471,301,Novice 10-12th Grade Male,Addison,3,Beginner,10,18,886,962.55,943.07,931.83,2795.5,43200.12,15,1238
100394480,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,10,20,1581.12,1715.29,,1649.98,3299.96,37800,14,1574
100394484,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,10,10,1536.85,1572.62,,1556.54,3113.09,37800,13,1586
100394485,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,10,3,1482.36,1481.96,,1483.18,2966.36,37800,2,1931
100394495,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,10,-1,2182.26,,,2187.12,2187.12,37800,27,1346
100394510,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,10,7,1482.82,1518.41,,1502.16,3004.33,37800,7,1739
100394515,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,10,39,1836.43,1899.2,,1871.4,3742.8,37800,45,233
100394517,101,Varsity Male,Addison,3,Advanced,10,10,1433.58,1482.44,1488.47,1469.61,4408.85,32399.61,8,2041
100394524,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,10,33,1746.2,1782.2,,1767.22,3534.45,37800,32,1292
100394542,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,11,32,1765.38,1849.61,,1810.7,3621.4,38149.36,28,1304
100394543,101,Varsity Male,Addison,3,Advanced,11,31,1591.51,1708.57,1750.02,1685.22,5055.67,32399.61,35,1496
100394545,101,Varsity Male,Addison,3,Advanced,11,28,1578.71,1646.96,1681.41,1637.59,4912.77,32399.61,33,1532
100394548,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,11,6,1552.05,1618.2,,1587.18,3174.36,38149.36,7,1703
100394552,101,Varsity Male,Addison,3,Advanced,11,35,1704.83,1808.49,1792.25,1770.62,5311.87,32399.61,34,1504
100394556,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,11,30,1749.16,1828.23,,1791.62,3583.24,38149.36,26,1319
100394558,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,11,38,1807.2,1908.32,,1861.13,3722.27,38149.36,30,1229
100394571,101,Varsity Male,Addison,3,Advanced,11,25,1535.14,1599.63,1570.1,1570.05,4710.17,32399.61,20,1764
100394576,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,11,17,1574.74,1721.61,,1650.18,3300.36,38149.36,17,1505
100394577,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,11,8,1572.51,1604.26,,1589.5,3179,38149.36,5,1736
100394581,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,11,29,1545.3,2025.84,,1787.09,3574.19,38149.36,16,1505
100394582,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,11,9,1571.27,1624.3,,1599.78,3199.56,38149.36,10,1661
100394591,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,11,28,1748.39,1810.3,,1783.12,3566.24,38149.36,36,1049
100394592,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,11,3,1551.04,1585.06,,1570.38,3140.77,38149.36,2,1940
100394594,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,11,2,1527.21,1575.9,,1553.15,3106.3,38149.36,3,1895
100394611,101,Varsity Male,Addison,3,Advanced,11,20,1533.73,1543.48,1532.13,1538.32,4614.96,32399.61,24,1724
100394636,301,Novice 10-12th Grade Male,Addison,3,Beginner,11,22,929.41,1065.23,1033.59,1010.67,3032.01,43200.12,20,960
100394642,102,Varsity Female,Addison,3,Advanced,12,14,1901.79,2005.83,1999.61,1970.17,5910.51,32705.6,15,1852
100394648,203,Junior Varsity Female,Addison,2,Advanced,12,9,1785.52,1891.61,,1840.08,3680.16,38400.33,12,1619
100394650,203,Junior Varsity Female,Addison,2,Advanced,12,8,1816.37,1857.04,,1838.78,3677.56,38400.33,9,1676
100394651,203,Junior Varsity Female,Addison,2,Advanced,12,12,1890.97,2048.08,,1970.78,3941.56,38400.33,14,1562
100394653,203,Junior Varsity Female,Addison,2,Advanced,12,11,1850.82,2007.37,,1931.17,3862.34,38400.33,21,1318
100394657,203,Junior Varsity Female,Addison,2,Advanced,12,1,1664.7,1747.86,,1707.62,3415.24,38400.33,3,1904
100394660,102,Varsity Female,Addison,3,Advanced,12,1,1620.6,1671.75,1623.5,1639.53,4918.6,32705.6,4,2290
100394694,101,Varsity Male,Addison,3,Advanced,12,34,1721.63,1741.01,1754.23,1741,5223.02,32399.61,36,1492
100394698,101,Varsity Male,Addison,3,Advanced,12,26,1585.79,1613.16,1623.07,1609.12,4827.36,32399.61,26,1680
100394700,101,Varsity Male,Addison,3,Advanced,12,-1,,,,,,32399.61,29,1624
100394701,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,12,1,1536.69,1566.76,,1552.92,3105.85,38149.36,1,1967
100394703,101,Varsity Male,Addison,3,Advanced,12,36,1777.67,1817.93,1941.13,1847.57,5542.73,32399.61,37,1464
100394709,101,Varsity Male,Addison,3,Advanced,12,1,1342.76,1359.42,1364.85,1356.59,4069.77,32399.61,1,2400
100394725,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,12,40,1887.05,1905.15,,1898.87,3797.74,38149.36,29,1286
100394726,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,12,41,1880.6,1934.15,,1910.65,3821.3,38149.36,35,1163
100394728,101,Varsity Male,Addison,3,Advanced,12,5,1372.66,1435.08,1413.7,1408.22,4224.67,32399.61,6,2073
100394730,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,12,23,1687.95,1744.07,,1718.51,3437.03,38149.36,18,1493
100394737,101,Varsity Male,Addison,3,Advanced,12,18,1501.13,1576.42,1530.94,1538.07,4614.21,32399.61,21,1760
100394742,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,12,21,1696.54,1701.36,,1700.5,3401.01,38149.36,19,1484
100394744,101,Varsity Male,Addison,3,Advanced,12,17,1456.55,1534.12,1562.21,1518.83,4556.51,32399.61,17,1798
100394746,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,12,27,1734.77,1797.22,,1769.06,3538.12,38149.36,42,831
100394748,101,Varsity Male,Addison,3,Advanced,12,21,1529.75,1547.91,1535.91,1539.4,4618.22,32399.61,22,1732
100394750,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,12,7,1554.37,1621.04,,1589.44,3178.88,38149.36,12,1586
100394765,101,Varsity Male,Addison,3,Advanced,12,27,1585.95,1652.86,1645.44,1629.48,4888.46,32399.61,31,1580
100394792,301,Novice 10-12th Grade Male,Addison,3,Beginner,12,7,825.84,834.48,838.77,834.23,2502.71,43200.12,27,546
100394806,703,Elementary 4th Grade Male,Addison,2,Beginner,4,26,1242.5,1380.24,,1314.38,2628.76,54599.17,24,652
100394836,503,Novice 6th Grade Male,Addison,3,Beginner,6,17,877.51,974.13,1135.1,997.28,2991.84,50999.34,13,1112
100394848,503,Novice 6th Grade Male,Addison,3,Beginner,6,13,869.06,949.83,947.18,923.41,2770.23,50999.34,27,672
100394849,502,Novice 7th Grade Male,Addison,3,Beginner,7,19,928.79,969.63,972.49,957.88,2873.66,50699.88,12,1122
100394868,103,Advanced Middle School Male,Addison,2,Advanced,7,-1,,,,,,32905.1,23,769
100394896,501,Novice 8th Grade Male,Addison,3,Beginner,8,18,900.14,930.32,919.24,917.73,2753.19,50400.29,12,1122
100394920,203,Junior Varsity Female,Addison,2,Advanced,9,14,1984.25,1986.16,,1987.55,3975.1,38400.33,15,1535
100394933,102,Varsity Female,Addison,3,Advanced,10,13,1756.8,1809.31,1861.02,1810.39,5431.18,32705.6,14,1908
100394944,102,Varsity Female,Addison,3,Advanced,10,7,1683.69,1706.72,1723.74,1705.88,5117.65,32705.6,8,2097
100394963,401,Novice 9-12th Grade Female,Addison,3,Beginner,11,5,967.21,1040.25,1042.77,1017.77,3053.33,46800,9,588
100394979,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,12,12,1571.15,1633.44,,1604.51,3209.03,38149.36,11,1610
100395004,704,Elementary 4th Grade Female,Addison,2,Beginner,3,2,960.83,916.92,,940.15,1880.3,54979.28,1,1160
100395007,402,Novice 6-8th Grade Female,Addison,3,Beginner,7,16,913.83,974.36,1020.04,970.61,2911.85,47100.04,13,1114
100395012,402,Novice 6-8th Grade Female,Addison,3,Beginner,7,4,845.79,907.87,887.64,881.03,2643.09,47100.04,3,1316
100395013,104,Advanced Middle School Female,Addison,2,Advanced,7,5,1662.89,1738.03,,1701.63,3403.26,33105.72,5,1556
100395021,402,Novice 6-8th Grade Female,Addison,3,Beginner,7,5,849.56,910.96,904.87,889.32,2667.96,47100.04,6,1292
100395022,104,Advanced Middle School Female,Addison,2,Advanced,7,7,1876.67,1955.66,,1917.89,3835.79,33105.72,8,890
100395024,104,Advanced Middle School Female,Addison,2,Advanced,7,6,1818.75,1861.2,,1841.23,3682.46,33105.72,6,1532
100395025,402,Novice 6-8th Grade Female,Addison,3,Beginner,7,9,846.15,963.74,949,920.58,2761.76,47100.04,7,1238
100395028,402,Novice 6-8th Grade Female,Addison,3,Beginner,7,6,862.9,919.24,913.77,899.39,2698.19,47100.04,5,1298
100395030,104,Advanced Middle School Female,Addison,2,Advanced,7,3,1600.48,1761.35,,1682.2,3364.4,33105.72,2,1660
100395034,402,Novice 6-8th Grade Female,Addison,3,Beginner,8,25,1062.12,1146.91,1164.02,1126.2,3378.6,47100.04,25,594
100395039,402,Novice 6-8th Grade Female,Addison,3,Beginner,8,18,950.04,991.07,1012.99,985.79,2957.37,47100.04,16,1084
100395045,402,Novice 6-8th Grade Female,Addison,3,Beginner,8,1,813.8,838.89,838.49,830.95,2492.87,47100.04,1,1394
100395046,402,Novice 6-8th Grade Female,Addison,3,Beginner,8,8,875.86,930.49,892.75,900.55,2701.66,47100.04,8,1234
100395059,402,Novice 6-8th Grade Female,Addison,3,Beginner,8,11,874.06,960.88,982.16,939.9,2819.72,47100.04,12,1134
100395070,103,Advanced Middle School Male,Addison,2,Advanced,7,11,1638.84,1657.9,,1649.85,3299.71,32905.1,14,1352
100395074,103,Advanced Middle School Male,Addison,2,Advanced,7,18,1782.68,1884.29,,1835.24,3670.48,32905.1,15,1308
100395080,103,Advanced Middle School Male,Addison,2,Advanced,7,20,1907.49,2047.81,,1979.78,3959.56,32905.1,17,1238
100395084,502,Novice 7th Grade Male,Addison,3,Beginner,7,10,853.56,922.99,909.7,896.37,2689.11,50699.88,13,1122
100395085,502,Novice 7th Grade Male,Addison,3,Beginner,7,29,1159.33,1257.64,1255.95,1226.4,3679.22,50699.88,32,578
100395088,103,Advanced Middle School Male,Addison,2,Advanced,7,21,1949.09,2290.84,,2122.18,4244.36,32905.1,18,1229
100395098,502,Novice 7th Grade Male,Addison,3,Beginner,7,17,922.65,942.11,949.17,939.55,2818.65,50699.88,24,832
100395099,502,Novice 7th Grade Male,Addison,3,Beginner,7,20,927.48,981.42,967.17,960.15,2880.45,50699.88,16,1078
100395102,103,Advanced Middle School Male,Addison,2,Advanced,7,9,1607.95,1688.04,,1649.68,3299.36,32905.1,9,1445
100395114,502,Novice 7th Grade Male,Addison,3,Beginner,7,8,849.26,878.03,896.43,875.34,2626.03,50699.88,4,1300
100395120,502,Novice 7th Grade Male,Addison,3,Beginner,7,15,904.72,934.8,918.02,920.55,2761.65,50699.88,23,894
100395143,501,Novice 8th Grade Male,Addison,3,Beginner,8,10,849.45,900.35,905.83,885.95,2657.87,50400.29,11,1134
100395144,501,Novice 8th Grade Male,Addison,3,Beginner,8,8,847.34,881.81,891.39,874.38,2623.15,50400.29,8,1202
100395145,103,Advanced Middle School Male,Addison,2,Advanced,8,3,1584.72,1517.86,,1552.73,3105.46,32905.1,4,1580
100395154,501,Novice 8th Grade Male,Addison,3,Beginner,8,24,913.1,930.53,972.7,940.56,2821.68,50400.29,26,836
100395156,501,Novice 8th Grade Male,Addison,3,Beginner,8,4,801.94,868.51,878.95,850.46,2551.39,50400.29,4,1316
100395157,501,Novice 8th Grade Male,Addison,3,Beginner,8,3,794.11,836.5,873.11,835.16,2505.5,50400.29,3,1328
100395161,501,Novice 8th Grade Male,Addison,3,Beginner,8,9,828.24,877.14,916.83,874.82,2624.47,50400.29,21,944
100395162,501,Novice 8th Grade Male,Addison,3,Beginner,8,2,788.65,824.15,834.02,816.33,2448.99,50400.29,2,1376
100395164,103,Advanced Middle School Male,Addison,2,Advanced,8,13,1591.1,1714.5,,1653.96,3307.92,32905.1,11,1380
100395172,103,Advanced Middle School Male,Addison,2,Advanced,8,6,1589.89,1598.75,,1596.3,3192.6,32905.1,8,1450
100395185,501,Novice 8th Grade Male,Addison,3,Beginner,8,12,846.68,921.84,913.52,895.38,2686.16,50400.29,23,909
100395188,103,Advanced Middle School Male,Addison,2,Advanced,8,2,1585.82,1514.62,,1551.22,3102.44,32905.1,2,1620
100395190,501,Novice 8th Grade Male,Addison,3,Beginner,8,23,913.46,945.32,952.45,938.25,2814.76,50400.29,31,616
100395192,402,Novice 6-8th Grade Female,Addison,3,Beginner,6,3,814.15,890.41,879.79,862.13,2586.41,47100.04,4,1298
100395193,501,Novice 8th Grade Male,Addison,3,Beginner,8,6,849.03,877.42,877.21,868.33,2605.01,50400.29,5,1286
100395204,101,Varsity Male,Addison,3,Advanced,12,4,1344.4,1358.93,1419.49,1375.07,4125.22,32399.61,3,2301
100399195,802,Elementary 2nd-3rd Grade Female,Addison,1,Beginner,3,2,1018.4,,,1021.15,1021.15,57985.26,1,977
100399291,602,Advanced Elementary Female,Addison,3,Beginner,5,2,909,954.25,909.34,925,2775,50699.75,2,1370
100399308,704,Elementary 4th Grade Female,Addison,2,Beginner,4,1,961.91,915.65,,939.89,1879.79,54979.28,2,1150
100399312,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,10,18,1581.26,1650.83,,1618.59,3237.19,37800,22,1412
100399349,501,Novice 8th Grade Male,Addison,3,Beginner,8,11,847.76,896.94,913.22,887.54,2662.62,50400.29,25,884
100399381,101,Varsity Male,Addison,3,Advanced,10,11,1433.7,1483.24,1497.31,1472.69,4418.09,32399.61,13,1946
100399453,703,Elementary 4th Grade Male,Addison,2,Beginner,4,21,1106.1,1169.3,,1140.09,2280.19,54599.17,18,888
100399746,802,Elementary 2nd-3rd Grade Female,Addison,1,Beginner,3,1,1018.23,,,1021.08,1021.08,57985.26,2,965
100399786,802,Elementary 2nd-3rd Grade Female,Addison,1,Beginner,3,16,1407.54,,,1414.41,1414.41,57985.26,17,609
100399861,402,Novice 6-8th Grade Female,Addison,3,Beginner,6,2,813.96,840.44,857.61,837.96,2513.88,47100.04,2,1364
100399862,503,Novice 6th Grade Male,Addison,3,Beginner,6,24,1008.35,1128.17,1239.26,1127.28,3381.85,50999.34,37,391
100399874,501,Novice 8th Grade Male,Addison,3,Beginner,8,19,897.03,935.15,945.3,927.23,2781.71,50400.29,14,1044
100399998,703,Elementary 4th Grade Male,Addison,2,Beginner,4,5,908.93,970.99,,941.71,1883.43,54599.17,4,1079
100400138,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,11,33,1753.45,1861.42,,1811.14,3622.28,38149.36,38,1003
100400162,802,Elementary 2nd-3rd Grade Female,Addison,1,Beginner,3,21,1578.04,,,1581.27,1581.27,57985.26,7,866
100400266,801,Elementary 2nd-3rd Grade Male,Addison,1,Beginner,2,8,961.72,,,965.71,965.71,57620.95,11,817
100401082,804,Elementary PreK-1st Grade Female,Addison,1,Beginner,1,6,1569.93,,,1572.01,1572.01,58500.01,13,536
100401473,102,Varsity Female,Addison,3,Advanced,11,11,1758.25,1809.1,1789.63,1786.81,5360.45,32705.6,13,1911
100401660,503,Novice 6th Grade Male,Addison,3,Beginner,6,2,855.41,884.27,822.76,855.3,2565.9,50999.34,3,1346
100401832,503,Novice 6th Grade Male,Addison,3,Beginner,6,28,1094.13,1117.55,1256.16,1158,3474.01,50999.34,20,978
100401834,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,11,11,1571.99,1632.57,,1604.43,3208.86,38149.36,13,1541
100401843,402,Novice 6-8th Grade Female,Addison,3,Beginner,7,7,900.71,902.93,892.95,900.06,2700.19,47100.04,9,1186
100401898,701,Elementary 5th Grade Male,Addison,2,Beginner,5,17,1037.34,1153.47,,1097.85,2195.7,53999.9,21,538
100401903,701,Elementary 5th Grade Male,Addison,2,Beginner,5,16,1032.23,1157.69,,1096.99,2193.99,53999.9,20,559
100401922,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,11,36,1811.32,1833.86,,1825.5,3651,38149.36,31,1223
100401924,701,Elementary 5th Grade Male,Addison,2,Beginner,5,2,888.91,907.91,,899.71,1799.43,53999.9,4,1105
100401956,501,Novice 8th Grade Male,Addison,3,Beginner,8,14,855.19,930.86,925.76,905.23,2715.71,50400.29,39,220
100402036,602,Advanced Elementary Female,Addison,3,Beginner,5,6,1055.11,1187.62,1081.38,1109,3327.01,50699.75,4,1286
100402037,602,Advanced Elementary Female,Addison,3,Beginner,5,5,1078.08,1131.05,1081.65,1098.27,3294.81,50699.75,5,1262
100402074,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,11,18,1688.11,1663.21,,1678.2,3356.41,38149.36,21,1448
100402117,703,Elementary 4th Grade Male,Addison,2,Beginner,4,10,1015.3,1054.45,,1036.39,2072.79,54599.17,10,988
100402504,801,Elementary 2nd-3rd Grade Male,Addison,1,Beginner,3,18,1050.29,,,1053.53,1053.53,57620.95,9,825
100402608,101,Varsity Male,Addison,3,Advanced,12,32,1600.13,1727.44,1722.69,1685.45,5056.35,32399.61,32,1548
100402696,801,Elementary 2nd-3rd Grade Male,Addison,1,Beginner,3,9,965.11,,,967.21,967.21,57620.95,6,887
100403031,803,Elementary PreK-1st Grade Male,Addison,1,Beginner,1,1,1092.07,,,1095.42,1095.42,58211.3,1,985
100403056,601,Advanced Elementary Male,Addison,3,Beginner,4,4,886.33,961.14,985.14,944.98,2834.96,50399.72,4,1304
100403115,103,Advanced Middle School Male,Addison,2,Advanced,7,12,1642.21,1653.21,,1650.14,3300.28,32905.1,13,1352
100404982,602,Advanced Elementary Female,Addison,3,Beginner,5,3,909.63,954.01,908.88,925.01,2775.03,50699.75,3,1352
100405012,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,12,24,1701.02,1731.55,,1718.9,3437.8,38149.36,22,1445
100405045,801,Elementary 2nd-3rd Grade Male,Addison,1,Beginner,3,39,1375.16,,,1384.26,1384.26,57620.95,34,669
100405055,802,Elementary 2nd-3rd Grade Female,Addison,1,Beginner,3,9,1178.81,,,1183.83,1183.83,57985.26,23,470
100405513,703,Elementary 4th Grade Male,Addison,2,Beginner,4,6,867.19,1035.72,,952.47,1904.95,54599.17,1,1160
100405571,502,Novice 7th Grade Male,Addison,3,Beginner,7,9,846.9,917.78,921.16,896.33,2688.99,50699.88,8,1210
100405705,502,Novice 7th Grade Male,Addison,3,Beginner,7,23,947.05,1042.48,1064.87,1019.63,3058.9,50699.88,37,203
100405952,703,Elementary 4th Grade Male,Addison,2,Beginner,3,1,865.03,907.16,,887.92,1775.85,54599.17,2,1145
100406983,702,Elementary 5th Grade Female,Addison,2,Beginner,5,2,928.71,1013.6,,971.98,1943.97,54299.99,13,687
100407154,203,Junior Varsity Female,Addison,2,Advanced,9,2,1704.45,1769.78,,1738.74,3477.49,38400.33,2,1922
100408620,502,Novice 7th Grade Male,Addison,3,Beginner,7,7,854.52,873.16,861.18,863.88,2591.65,50699.88,6,1258
100408623,503,Novice 6th Grade Male,Addison,3,Beginner,6,14,877.07,927.35,960.11,923.56,2770.7,50999.34,14,1098
100408645,502,Novice 7th Grade Male,Addison,3,Beginner,7,4,845.8,848.01,838.7,844.81,2534.44,50699.88,2,1370
100408698,704,Elementary 4th Grade Female,Addison,2,Beginner,4,13,1227.75,1341.54,,1286.51,2573.03,54979.28,14,585
100410177,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,12,45,1913.95,2036.9,,1978.94,3957.89,38149.36,44,696
100410607,203,Junior Varsity Female,Addison,2,Advanced,12,18,2095.09,2247.4,,2173.24,4346.48,38400.33,18,1463
100411000,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,9,14,1554.29,1589.37,,1574.24,3148.48,37800,15,1562
100412391,801,Elementary 2nd-3rd Grade Male,Addison,1,Beginner,3,17,1044.64,,,1048.82,1048.82,57620.95,22,735
100412392,803,Elementary PreK-1st Grade Male,Addison,1,Beginner,1,2,1151.65,,,1154.46,1154.46,58211.3,2,953
100413258,801,Elementary 2nd-3rd Grade Male,Addison,1,Beginner,3,2,886.6,,,889.51,889.51,57620.95,3,941
100413712,301,Novice 10-12th Grade Male,Addison,3,Beginner,10,11,842.78,879.32,861.65,862.24,2586.74,43200.12,6,1488
100417093,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,12,34,1772.44,1844.12,,1811.26,3622.52,38149.36,23,1406
100418126,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,11,22,1693.26,1737.86,,1718.15,3436.3,38149.36,43,822
100418320,202,Junior Varsity 11-12th Grade Male,Addison,2,Advanced,11,25,1698.82,1769,,1736.19,3472.38,38149.36,27,1313
100418702,203,Junior Varsity Female,Addison,2,Advanced,10,-1,2128.61,,,2133.2,2133.2,38400.33,22,889
100418997,301,Novice 10-12th Grade Male,Addison,3,Beginner,11,17,851.03,962.69,942.2,920.03,2760.11,43200.12,14,1273
100419990,501,Novice 8th Grade Male,Addison,3,Beginner,8,27,927.97,984.04,986.39,967.34,2902.02,50400.29,30,616
100421104,501,Novice 8th Grade Male,Addison,3,Beginner,8,26,899.98,996.7,991.71,964.34,2893.04,50400.29,32,604
100421168,801,Elementary 2nd-3rd Grade Male,Addison,1,Beginner,2,25,1150.77,,,1158.76,1158.76,57620.95,46,423
100421419,501,Novice 8th Grade Male,Addison,3,Beginner,8,21,891.21,950.83,958.68,934.91,2804.73,50400.29,10,1144
100421716,701,Elementary 5th Grade Male,Addison,2,Beginner,5,9,958.7,983.92,,972.9,1945.81,53999.9,8,997
100421861,501,Novice 8th Grade Male,Addison,3,Beginner,8,16,858.31,919.91,951.12,910.64,2731.93,50400.29,7,1222
100424821,801,Elementary 2nd-3rd Grade Male,Addison,1,Beginner,2,-1,,,,,,57620.95,10,820
100427875,402,Novice 6-8th Grade Female,Addison,3,Beginner,8,10,878.2,953.01,944.19,925.86,2777.6,47100.04,30,454
100429451,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,9,2,1482.59,1481.12,,1482.93,2965.87,37800,3,1922
100429704,104,Advanced Middle School Female,Addison,2,Advanced,8,9,2021.38,2115.32,,2070.05,4140.11,33105.72,9,865
100430037,101,Varsity Male,Addison,3,Advanced,10,6,1362,1443.65,1414.29,1408.18,4224.55,32399.61,12,1957
100430386,503,Novice 6th Grade Male,Addison,3,Beginner,6,4,853.12,871.87,872.71,867.45,2602.37,50999.34,5,1280
100430662,402,Novice 6-8th Grade Female,Addison,3,Beginner,7,19,985.29,1026.86,1051.75,1022.75,3068.26,47100.04,19,1054
100431290,802,Elementary 2nd-3rd Grade Female,Addison,1,Beginner,3,19,1534.76,,,1539.31,1539.31,57985.26,14,757
100431295,301,Novice 10-12th Grade Male,Addison,3,Beginner,11,5,827.27,828.65,823.89,827.49,2482.47,43200.12,5,1499
100431631,702,Elementary 5th Grade Female,Addison,2,Beginner,5,7,1056.54,1094.5,,1077.26,2154.53,54299.99,5,1065
100431637,103,Advanced Middle School Male,Addison,2,Advanced,6,8,1587.28,1689.61,,1639.88,3279.77,32905.1,10,1410
100431912,802,Elementary 2nd-3rd Grade Female,Addison,1,Beginner,3,7,1151.17,,,1155.49,1155.49,57985.26,5,898
100432140,402,Novice 6-8th Grade Female,Addison,3,Beginner,6,13,873.87,1003.56,982.16,954.14,2862.44,47100.04,11,1158
100432536,702,Elementary 5th Grade Female,Addison,2,Beginner,5,12,1125.92,1163.04,,1146.25,2292.51,54299.99,10,988
100432755,103,Advanced Middle School Male,Addison,2,Advanced,7,15,1643.83,1703.95,,1675.48,3350.97,32905.1,20,1052
100433897,203,Junior Varsity Female,Addison,2,Advanced,8,6,1780.39,1834.89,,1809.5,3619.01,38400.33,6,1793
100433898,802,Elementary 2nd-3rd Grade Female,Addison,1,Beginner,2,3,1107.39,,,1110.05,1110.05,57985.26,4,917
100434612,401,Novice 9-12th Grade Female,Addison,3,Beginner,12,8,1049.95,1151.29,1065.39,1089.45,3268.36,46800,19,1458
100434649,201,Junior Varsity 9-10th Grade Male,Addison,2,Advanced,10,6,1482.05,1501.62,,1493.43,2986.87,37800,9,1700
100434674,301,Novice 10-12th Grade Male,Addison,3,Beginner,11,23,907.38,1094.91,1030.8,1012.79,3038.37,43200.12,36,238
100435057,801,Elementary 2nd-3rd Grade Male,Addison,1,Beginner,2,34,1248.78,,,1255.12,1255.12,57620.95,41,521
100435576,703,Elementary 4th Grade Male,Addison,2,Beginner,4,18,1104.6,1153.89,,1131.68,2263.36,54599.17,16,908
100435698,402,Novice 6-8th Grade Female,Addison,3,Beginner,6,14,915.07,975.13,976.09,956.8,2870.41,47100.04,15,1092
100436042,704,Elementary 4th Grade Female,Addison,2,Beginner,4,12,1168.17,1317.28,,1244.4,2488.8,54979.28,9,982
100436156,703,Elementary 4th Grade Male,Addison,2,Beginner,4,14,1046.89,1112.13,,1081.63,2163.26,54599.17,13,933
